,Archipelago,Island1,Island2,beta_sor,beta_nest,beta_turn,mean_emerse_pres,mean_emerse_past,mean_island_age,Distance_km,diff_emerse_pres,diff_emerse_past,diff_island_age,d_past.y,diif_present_air,diff_past_air
369,Cook_Islands,Mangaia,Mitiaro,0.502267589,0.474830794,0.027436794,30.07,59.79,15.35,229.32,36.78,3.2,6.1,226.4513832,1.13663014,0.211790848
370,Cook_Islands,Mangaia,Nassau,0.695406598,0.605069759,0.090336838,26.225,47.255,18.45,1399.22,44.47,21.87,0.1,1396.570552,3.7300274,0.148627624
371,Cook_Islands,Mangaia,Rarotonga,0.18545734,0.078605904,0.106851437,62.245,71.6,9.75,206.93,27.57,26.82,17.3,206.2713178,0.6269589,0.02681942
372,Cook_Islands,Mangaia,Takutea,0.467784361,0.291745269,0.176039092,42.435,64.605,18.45,238.08,12.05,12.83,0.1,236.3534773,1.14553425,0.173713875
373,Cook_Islands,Mauke,Mitiaro,0.479017378,0.414744881,0.064272497,20.005,54.86,8.47,46.12,16.65,13.06,7.66,42.70836795,0,0.052546692
374,Cook_Islands,Mauke,Nassau,0.650087416,0.090239916,0.559847499,16.16,42.325,11.57,1282.29,24.34,12.01,13.86,1279.097537,2.59339726,0.010616532
375,Cook_Islands,Mauke,Rarotonga,0.799856349,0.799856349,1.32E-16,52.18,66.67,2.87,278.53,47.7,36.68,3.54,277.3283026,0.50967124,0.186063576
376,Cook_Islands,Mauke,Takutea,0.664032966,0.436045469,0.227987497,32.37,59.675,11.57,105.58,8.08,22.69,13.86,103.310462,0.00890411,0.014469719
377,Cook_Islands,Mitiaro,Nassau,0.603773619,0.140682688,0.46309093,7.835,48.855,15.4,1235.45,7.69,25.07,6.2,1230.684468,2.59339726,0.063163224
378,Cook_Islands,Mitiaro,Rarotonga,0.570255627,0.530569645,0.039685982,43.855,73.2,6.7,261.49,64.35,23.62,11.2,258.7152344,0.50967124,0.238610268
379,Cook_Islands,Mitiaro,Takutea,0.537396344,0.089552355,0.447843989,24.045,66.205,15.4,61.92,24.73,9.63,6.2,58.07739382,0.00890411,0.038076973
380,Cook_Islands,Nassau,Rarotonga,0.711515461,0.711515461,6.98E-16,40.01,60.665,9.8,1227.46,72.04,48.69,17.4,1224.904403,3.1030685,0.175447044
381,Cook_Islands,Nassau,Takutea,0.575784908,0.291056367,0.284728542,20.2,53.67,18.5,220.74,32.42,34.7,0,217.1165625,2.58449315,0.025086251
382,Cook_Islands,Rarotonga,Takutea,0.428726402,0.428726402,0,56.22,78.015,9.8,220.58,39.62,13.99,17.4,218.9473285,0.51857535,0.200533295
383,Cook_Islands,Atiu,Aitutaki,0.111946836,0.081202819,0.030744017,34.81,59.605,4.115,215.86,3.2,22.83,6.55,213.8445137,0.51241095,0.065627671
384,Cook_Islands,Mangaia,Aitutaki,0.213517939,0.100814814,0.112703125,40.835,53.19,9.62,393.12,15.25,10,17.56,392.0785031,1.6579452,0.218865395
385,Cook_Islands,Mangaia,Atiu,0.207660149,0.024613535,0.183046614,42.435,64.605,12.895,215.11,12.05,12.83,11.01,213.3834773,1.14553425,0.153237724
386,Cook_Islands,Mauke,Aitutaki,0.808986209,0.808986209,1.32E-16,30.77,48.26,2.74,215.86,4.88,0.14,3.8,214.2754878,0.52131506,0.059621239
387,Cook_Islands,Mauke,Atiu,0.777932595,0.777932595,0,32.37,59.675,6.015,82.86,8.08,22.69,2.75,80.59046203,0.00890411,0.006006432
388,Cook_Islands,Mauke,Mangaia,0.769108167,0.754779758,0.014328409,38.395,53.26,11.52,207.78,20.13,9.86,13.76,206.4844514,1.13663014,0.159244156
389,Cook_Islands,Mitiaro,Aitutaki,0.588420563,0.546061201,0.042359362,22.445,54.79,6.57,242.8,21.53,13.2,11.46,239.6424196,0.52131506,0.007074547
390,Cook_Islands,Mitiaro,Atiu,0.510840395,0.510840395,0,24.045,66.205,9.845,45.02,24.73,9.63,4.91,41.17739382,0.00890411,0.058553124
391,Cook_Islands,Mitiaro,Mangaia,0.502267589,0.474830794,0.027436794,30.07,59.79,15.35,229.32,36.78,3.2,6.1,226.4513832,1.13663014,0.211790848
392,Cook_Islands,Mitiaro,Mauke,0.479017378,0.414744881,0.064272497,20.005,54.86,8.47,46.12,16.65,13.06,7.66,42.70836795,0,0.052546692
393,Cook_Islands,Nassau,Aitutaki,0.724057301,0.724057301,1.74E-16,18.6,42.255,9.67,1010.37,29.22,11.87,17.66,1007.431588,2.0720822,0.070237771
394,Cook_Islands,Nassau,Atiu,0.681875702,0.681093158,0.000782544,20.2,53.67,12.945,1216.44,32.42,34.7,11.11,1212.816562,2.58449315,0.0046101
395,Cook_Islands,Nassau,Mangaia,0.695406598,0.605069759,0.090336838,26.225,47.255,18.45,1399.22,44.47,21.87,0.1,1396.570552,3.7300274,0.148627624
396,Cook_Islands,Nassau,Mauke,0.650087416,0.090239916,0.559847499,16.16,42.325,11.57,1282.29,24.34,12.01,13.86,1279.097537,2.59339726,0.010616532
397,Cook_Islands,Nassau,Mitiaro,0.603773619,0.140682688,0.46309093,7.835,48.855,15.4,1235.45,7.69,25.07,6.2,1230.684468,2.59339726,0.063163224
398,Cook_Islands,Rarotonga,Aitutaki,0.064717789,0.02483729,0.039880499,54.62,66.6,0.97,261.64,42.82,36.82,0.26,260.6923542,1.0309863,0.245684815
399,Cook_Islands,Rarotonga,Atiu,0.070569643,0.057263077,0.013306566,56.22,78.015,4.245,221.5,39.62,13.99,6.29,219.8673285,0.51857535,0.180057144
400,Cook_Islands,Rarotonga,Mangaia,0.18545734,0.078605904,0.106851437,62.245,71.6,9.75,206.93,27.57,26.82,17.3,206.2713178,0.6269589,0.02681942
401,Cook_Islands,Rarotonga,Mauke,0.799856349,0.799856349,1.32E-16,52.18,66.67,2.87,278.53,47.7,36.68,3.54,277.3283026,0.50967124,0.186063576
402,Cook_Islands,Rarotonga,Mitiaro,0.570255627,0.530569645,0.039685982,43.855,73.2,6.7,261.49,64.35,23.62,11.2,258.7152344,0.50967124,0.238610268
403,Cook_Islands,Rarotonga,Nassau,0.711515461,0.711515461,6.98E-16,40.01,60.665,9.8,1227.46,72.04,48.69,17.4,1224.904403,3.1030685,0.175447044
404,Cook_Islands,Takutea,Aitutaki,0.449608879,0.449608879,0,34.81,59.605,9.67,189.6,3.2,22.83,17.66,187.5845137,0.51241095,0.04515152
405,Cook_Islands,Takutea,Atiu,0.380149684,0.380149684,0,36.41,71.02,12.945,27.45,0,0,11.11,24.7494879,0,0.020476151
406,Cook_Islands,Takutea,Mangaia,0.467784361,0.291745269,0.176039092,42.435,64.605,18.45,238.08,12.05,12.83,0.1,236.3534773,1.14553425,0.173713875
407,Cook_Islands,Takutea,Mauke,0.664032966,0.436045469,0.227987497,32.37,59.675,11.57,105.58,8.08,22.69,13.86,103.310462,0.00890411,0.014469719
408,Cook_Islands,Takutea,Mitiaro,0.537396344,0.089552355,0.447843989,24.045,66.205,15.4,61.92,24.73,9.63,6.2,58.07739382,0.00890411,0.038076973
409,Cook_Islands,Takutea,Nassau,0.575784908,0.291056367,0.284728542,20.2,53.67,18.5,220.74,32.42,34.7,0,217.1165625,2.58449315,0.025086251
410,Cook_Islands,Takutea,Rarotonga,0.428726402,0.428726402,0,56.22,78.015,9.8,220.58,39.62,13.99,17.4,218.9473285,0.51857535,0.200533295
411,Fiji,Ba,Bua,0.111264551,0.111264551,0,4139.03,9393.685,28,145.36,3272.14,2813.43,0,107.4063165,0.18446575,0.00150495
412,Fiji,Ba,Cakaudrove,0.046561931,0.030968178,0.015593753,5087.355,9004.315,28,223.22,1375.49,3592.17,0,196.9836984,0.23315069,0.019236183
413,Fiji,Ba,Lomaiviti,0.071233328,0.056195692,0.015037636,3111.22,5996.955,15.44,149.58,5327.76,9606.89,25.12,126.2633452,0.14550685,0.00150495
414,Fiji,Ba,Nadroga_Navosa,0.107268395,0.049187776,0.058080619,5252.05,8153.07,28,47.69,1046.1,5294.66,0,28.86646726,0.49315069,0.066533279
415,Fiji,Ba,Namosi,0.130922593,0.130922593,1.24E-16,6318.425,9157.82,28,75.57,1086.65,3285.16,0,57.63684062,1.7470411,0.10158329
416,Fiji,Ba,Rewa,0.091510858,0.018424896,0.073085962,4876.845,8001.84,28,93.71,1796.51,5597.12,0,72.84142075,0.30145206,0.016376877
417,Fiji,Ba,Rotuma,0.248123723,0.202593207,0.045530516,2931.915,5474.415,28,563.89,5686.37,10651.97,0,546.5725285,1.60536986,0.218231519
418,Fiji,Ba,Serua,0.084906453,0.084906453,1.13E-16,5464.91,8275.795,28,72.62,620.38,5049.21,0,54.5822293,0.4520548,0.020868015
419,Fiji,Ba,Tailevu,0.122817788,0.122817788,1.22E-16,5479.35,9161.555,28,288.08,591.5,3277.69,0,264.0075935,0.30145206,0.020066643
420,Fiji,Bua,Cakaudrove,0.142225465,0.142225465,0,3451.285,7597.6,28,89.83,1896.65,778.74,0,57.15665403,0.41761644,0.017731233
421,Fiji,Bua,Lomaiviti,0.056227984,0.054460828,0.001767156,1475.15,4590.24,15.44,107.34,2055.62,6793.46,25.12,77.58630086,0.0389589,0
422,Fiji,Bua,Nadroga_Navosa,0.086490214,0.057677685,0.028812529,3615.98,6746.355,28,179.12,2226.04,2481.23,0,153.8594229,0.67761644,0.068038229
423,Fiji,Bua,Namosi,0.066968966,0.018991551,0.047977415,4682.355,7751.105,28,153.46,4358.79,471.73,0,129.0897963,1.93150685,0.10308824
424,Fiji,Bua,Rewa,0.109440616,0.089789619,0.019650997,3240.775,6595.125,28,147.22,1475.63,2783.69,0,119.9143764,0.48591781,0.017881827
425,Fiji,Bua,Rotuma,0.211647467,0.090951377,0.12069609,1295.845,4067.7,28,509.18,2414.23,7838.54,0,485.4254841,1.42090411,0.216726569
426,Fiji,Bua,Serua,0.047407421,0.026040929,0.021366492,3828.84,6869.08,28,175.88,2651.76,2235.78,0,151.405185,0.63652055,0.022372965
427,Fiji,Bua,Tailevu,0.045849905,0.011308711,0.034541194,3843.28,7754.84,28,110.51,2680.64,464.26,0,80.00054917,0.48591781,0.021571593
428,Fiji,Cakaudrove,Lomaiviti,0.103302293,0.086905041,0.016397251,2423.475,4200.87,15.44,137.6,3952.27,6014.72,25.12,119.5636827,0.37865754,0.017731233
429,Fiji,Cakaudrove,Nadroga_Navosa,0.089138153,0.083032179,0.006105975,4564.305,6356.985,28,264.23,329.39,1702.49,0,250.6868048,0.26,0.085769462
430,Fiji,Cakaudrove,Namosi,0.167629614,0.160574334,0.00705528,5630.68,7361.735,28,213.27,2462.14,307.01,0,200.6171781,1.51389041,0.120819473
431,Fiji,Cakaudrove,Rewa,0.073876528,0.050083653,0.023792876,4189.1,6205.755,28,200.48,421.02,2004.95,0,184.8917583,0.06830137,0.03561306
432,Fiji,Cakaudrove,Rotuma,0.254299775,0.238202378,0.016097398,2244.17,3678.33,28,520.19,4310.88,7059.8,0,508.152866,1.83852055,0.198995336
433,Fiji,Cakaudrove,Serua,0.120711278,0.115443894,0.005267385,4777.165,6479.71,28,236.16,755.11,1457.04,0,223.4025668,0.21890411,0.040104198
434,Fiji,Cakaudrove,Tailevu,0.157772594,0.152940067,0.004832527,4791.605,7365.47,28,178.72,783.99,314.48,0,159.9279311,0.06830137,0.039302826
435,Fiji,Lomaiviti,Nadroga_Navosa,0.099954246,0.004384037,0.095570209,2588.17,3349.625,15.44,154.58,4281.66,4312.23,25.12,143.9564516,0.63865754,0.068038229
436,Fiji,Lomaiviti,Namosi,0.089365293,0.073223526,0.016141767,3654.545,4354.375,15.44,224.34,6414.41,6321.73,25.12,214.606825,1.89254795,0.10308824
437,Fiji,Lomaiviti,Rewa,0.080370598,0.035550039,0.04482056,2212.965,3198.395,15.44,211.5,3531.25,4009.77,25.12,198.8314051,0.44695891,0.017881827
438,Fiji,Lomaiviti,Rotuma,0.187116453,0.151512753,0.0356037,268.035,670.97,15.44,522.47,358.61,1045.08,25.12,513.3525129,1.45986301,0.216726569
439,Fiji,Lomaiviti,Serua,0.039917081,0.027644913,0.012272168,2801.03,3472.35,15.44,240.1,4707.38,4557.68,25.12,230.2622137,0.59756165,0.022372965
440,Fiji,Lomaiviti,Tailevu,0.077813503,0.065406527,0.012406976,2815.47,4358.11,15.44,179.88,4736.26,6329.2,25.12,164.0075779,0.44695891,0.021571593
441,Fiji,Nadroga_Navosa,Namosi,0.0825789,0.078956531,0.003622369,5795.375,6510.49,28,50.95,2132.75,2009.5,0,45.70994704,1.25389041,0.035050011
442,Fiji,Nadroga_Navosa,Rewa,0.035982271,0.032256083,0.003726188,4353.795,5354.51,28,88.04,750.41,302.46,0,79.86452717,0.19169863,0.050156402
443,Fiji,Nadroga_Navosa,Rotuma,0.228697386,0.148919962,0.079777423,2408.865,2827.085,28,609.75,4640.27,5357.31,0,605.1256349,2.09852055,0.284764798
444,Fiji,Nadroga_Navosa,Serua,0.086738803,0.0310013,0.055737503,4941.86,5628.465,28,48.74,425.72,245.45,0,43.39533572,0.04109589,0.045665264
445,Fiji,Nadroga_Navosa,Tailevu,0.071059892,0.071052153,7.74E-06,4956.3,6514.225,28,99.72,454.6,2016.97,0,88.34069994,0.19169863,0.046466636
446,Fiji,Namosi,Rewa,0.11581049,0.110773915,0.005036575,5420.17,6359.26,28,27.31,2883.16,2311.96,0,20.02490052,1.44558904,0.085206413
447,Fiji,Namosi,Rotuma,0.236624375,0.069694337,0.166930038,3475.24,3831.835,28,616.55,6773.02,7366.81,0,612.8160083,3.35241096,0.319814809
448,Fiji,Namosi,Serua,0.058626909,0.045943198,0.012683711,6008.235,6633.215,28,22.15,1707.03,1764.05,0,17.69570907,1.2949863,0.080715275
449,Fiji,Namosi,Tailevu,0.032384897,0.008036695,0.024348201,6022.675,7518.975,28,47.4,1678.15,7.47,0,36.91107329,1.44558904,0.081516647
450,Fiji,Rewa,Rotuma,0.20797446,0.189655769,0.018318691,2033.66,2675.855,28,629.06,3889.86,5054.85,0,622.3905884,1.90682192,0.234608396
451,Fiji,Rewa,Serua,0.103011232,0.062499856,0.040511376,4566.655,5477.235,28,45.86,1176.13,547.91,0,38.4702892,0.15060274,0.004491138
452,Fiji,Rewa,Tailevu,0.103192039,0.103192039,1.22E-16,4581.095,6362.995,28,36,1205.01,2319.43,0,22.57565342,0,0.003689766
453,Fiji,Rotuma,Serua,0.218264211,0.116489166,0.101775046,2621.725,2949.81,28,628.43,5065.99,5602.76,0,624.5913969,2.05742466,0.239099534
454,Fiji,Rotuma,Tailevu,0.218647455,0.079010225,0.13963723,2636.165,3835.57,28,605.56,5094.87,7374.28,0,595.6867612,1.90682192,0.238298162
455,Fiji,Serua,Tailevu,0.038999344,0.038283414,0.00071593,5169.16,6636.95,28,67.76,28.88,1771.52,0,57.16646197,0.15060274,0.000801372
456,Fiji,Bua,Ba,0.111264551,0.111264551,0,4139.03,9393.685,28,145.36,3272.14,2813.43,0,107.4063165,0.18446575,0.00150495
457,Fiji,Cakaudrove,Ba,0.046561931,0.030968178,0.015593753,5087.355,9004.315,28,223.22,1375.49,3592.17,0,196.9836984,0.23315069,0.019236183
458,Fiji,Cakaudrove,Bua,0.142225465,0.142225465,0,3451.285,7597.6,28,89.83,1896.65,778.74,0,57.15665403,0.41761644,0.017731233
459,Fiji,Lomaiviti,Ba,0.071233328,0.056195692,0.015037636,3111.22,5996.955,15.44,149.58,5327.76,9606.89,25.12,126.2633452,0.14550685,0.00150495
460,Fiji,Lomaiviti,Bua,0.056227984,0.054460828,0.001767156,1475.15,4590.24,15.44,107.34,2055.62,6793.46,25.12,77.58630086,0.0389589,0
461,Fiji,Lomaiviti,Cakaudrove,0.103302293,0.086905041,0.016397251,2423.475,4200.87,15.44,137.6,3952.27,6014.72,25.12,119.5636827,0.37865754,0.017731233
462,Fiji,Nadroga_Navosa,Ba,0.107268395,0.049187776,0.058080619,5252.05,8153.07,28,47.69,1046.1,5294.66,0,28.86646726,0.49315069,0.066533279
463,Fiji,Nadroga_Navosa,Bua,0.086490214,0.057677685,0.028812529,3615.98,6746.355,28,179.12,2226.04,2481.23,0,153.8594229,0.67761644,0.068038229
464,Fiji,Nadroga_Navosa,Cakaudrove,0.089138153,0.083032179,0.006105975,4564.305,6356.985,28,264.23,329.39,1702.49,0,250.6868048,0.26,0.085769462
465,Fiji,Nadroga_Navosa,Lomaiviti,0.099954246,0.004384037,0.095570209,2588.17,3349.625,15.44,154.58,4281.66,4312.23,25.12,143.9564516,0.63865754,0.068038229
466,Fiji,Namosi,Ba,0.130922593,0.130922593,1.24E-16,6318.425,9157.82,28,75.57,1086.65,3285.16,0,57.63684062,1.7470411,0.10158329
467,Fiji,Namosi,Bua,0.066968966,0.018991551,0.047977415,4682.355,7751.105,28,153.46,4358.79,471.73,0,129.0897963,1.93150685,0.10308824
468,Fiji,Namosi,Cakaudrove,0.167629614,0.160574334,0.00705528,5630.68,7361.735,28,213.27,2462.14,307.01,0,200.6171781,1.51389041,0.120819473
469,Fiji,Namosi,Lomaiviti,0.089365293,0.073223526,0.016141767,3654.545,4354.375,15.44,224.34,6414.41,6321.73,25.12,214.606825,1.89254795,0.10308824
470,Fiji,Namosi,Nadroga_Navosa,0.0825789,0.078956531,0.003622369,5795.375,6510.49,28,50.95,2132.75,2009.5,0,45.70994704,1.25389041,0.035050011
471,Fiji,Rewa,Ba,0.091510858,0.018424896,0.073085962,4876.845,8001.84,28,93.71,1796.51,5597.12,0,72.84142075,0.30145206,0.016376877
472,Fiji,Rewa,Bua,0.109440616,0.089789619,0.019650997,3240.775,6595.125,28,147.22,1475.63,2783.69,0,119.9143764,0.48591781,0.017881827
473,Fiji,Rewa,Cakaudrove,0.073876528,0.050083653,0.023792876,4189.1,6205.755,28,200.48,421.02,2004.95,0,184.8917583,0.06830137,0.03561306
474,Fiji,Rewa,Lomaiviti,0.080370598,0.035550039,0.04482056,2212.965,3198.395,15.44,211.5,3531.25,4009.77,25.12,198.8314051,0.44695891,0.017881827
475,Fiji,Rewa,Nadroga_Navosa,0.035982271,0.032256083,0.003726188,4353.795,5354.51,28,88.04,750.41,302.46,0,79.86452717,0.19169863,0.050156402
476,Fiji,Rewa,Namosi,0.11581049,0.110773915,0.005036575,5420.17,6359.26,28,27.31,2883.16,2311.96,0,20.02490052,1.44558904,0.085206413
477,Fiji,Rotuma,Ba,0.248123723,0.202593207,0.045530516,2931.915,5474.415,28,563.89,5686.37,10651.97,0,546.5725285,1.60536986,0.218231519
478,Fiji,Rotuma,Bua,0.211647467,0.090951377,0.12069609,1295.845,4067.7,28,509.18,2414.23,7838.54,0,485.4254841,1.42090411,0.216726569
479,Fiji,Rotuma,Cakaudrove,0.254299775,0.238202378,0.016097398,2244.17,3678.33,28,520.19,4310.88,7059.8,0,508.152866,1.83852055,0.198995336
480,Fiji,Rotuma,Lomaiviti,0.187116453,0.151512753,0.0356037,268.035,670.97,15.44,522.47,358.61,1045.08,25.12,513.3525129,1.45986301,0.216726569
481,Fiji,Rotuma,Nadroga_Navosa,0.228697386,0.148919962,0.079777423,2408.865,2827.085,28,609.75,4640.27,5357.31,0,605.1256349,2.09852055,0.284764798
482,Fiji,Rotuma,Namosi,0.236624375,0.069694337,0.166930038,3475.24,3831.835,28,616.55,6773.02,7366.81,0,612.8160083,3.35241096,0.319814809
483,Fiji,Rotuma,Rewa,0.20797446,0.189655769,0.018318691,2033.66,2675.855,28,629.06,3889.86,5054.85,0,622.3905884,1.90682192,0.234608396
484,Fiji,Serua,Ba,0.084906453,0.084906453,1.13E-16,5464.91,8275.795,28,72.62,620.38,5049.21,0,54.5822293,0.4520548,0.020868015
485,Fiji,Serua,Bua,0.047407421,0.026040929,0.021366492,3828.84,6869.08,28,175.88,2651.76,2235.78,0,151.405185,0.63652055,0.022372965
486,Fiji,Serua,Cakaudrove,0.120711278,0.115443894,0.005267385,4777.165,6479.71,28,236.16,755.11,1457.04,0,223.4025668,0.21890411,0.040104198
487,Fiji,Serua,Lomaiviti,0.039917081,0.027644913,0.012272168,2801.03,3472.35,15.44,240.1,4707.38,4557.68,25.12,230.2622137,0.59756165,0.022372965
488,Fiji,Serua,Nadroga_Navosa,0.086738803,0.0310013,0.055737503,4941.86,5628.465,28,48.74,425.72,245.45,0,43.39533572,0.04109589,0.045665264
489,Fiji,Serua,Namosi,0.058626909,0.045943198,0.012683711,6008.235,6633.215,28,22.15,1707.03,1764.05,0,17.69570907,1.2949863,0.080715275
490,Fiji,Serua,Rewa,0.103011232,0.062499856,0.040511376,4566.655,5477.235,28,629.06,1176.13,547.91,0,621.6702892,0.15060274,0.004491138
491,Fiji,Serua,Rotuma,0.218264211,0.116489166,0.101775046,2621.725,2949.81,28,628.43,5065.99,5602.76,0,624.5913969,2.05742466,0.239099534
492,Fiji,Tailevu,Ba,0.122817788,0.122817788,1.22E-16,5479.35,9161.555,28,288.08,591.5,3277.69,0,264.0075935,0.30145206,0.020066643
493,Fiji,Tailevu,Bua,0.045849905,0.011308711,0.034541194,3843.28,7754.84,28,110.51,2680.64,464.26,0,80.00054917,0.48591781,0.021571593
494,Fiji,Tailevu,Cakaudrove,0.157772594,0.152940067,0.004832527,4791.605,7365.47,28,178.72,783.99,314.48,0,159.9279311,0.06830137,0.039302826
495,Fiji,Tailevu,Lomaiviti,0.077813503,0.065406527,0.012406976,2815.47,4358.11,15.44,179.88,4736.26,6329.2,25.12,164.0075779,0.44695891,0.021571593
496,Fiji,Tailevu,Nadroga_Navosa,0.071059892,0.071052153,7.74E-06,4956.3,6514.225,28,99.72,454.6,2016.97,0,88.34069994,0.19169863,0.046466636
497,Fiji,Tailevu,Namosi,0.032384897,0.008036695,0.024348201,6022.675,7518.975,28,47.4,1678.15,7.47,0,36.91107329,1.44558904,0.081516647
498,Fiji,Tailevu,Rewa,0.103192039,0.103192039,1.22E-16,4581.095,6362.995,28,36,1205.01,2319.43,0,22.57565342,0,0.003689766
499,Fiji,Tailevu,Rotuma,0.218647455,0.079010225,0.13963723,2636.165,3835.57,28,605.56,5094.87,7374.28,0,595.6867612,1.90682192,0.238298162
500,Fiji,Tailevu,Serua,0.038999344,0.038283414,0.00071593,5169.16,6636.95,28,67.76,28.88,1771.52,0,57.16646197,0.15060274,0.000801372
501,French_Polynesia,Hiva_Oa,Moorea,0.101480354,0.012738524,0.08874183,427.66,687.905,1.68,1447.67,185.94,541.21,0.34,1441.872454,0.15449315,0.035168267
502,French_Polynesia,Hiva_Oa,Nuku_Hiva,0.063578458,0.063578458,8.91E-16,463.495,827.73,2.87,152.5,114.27,261.56,2.04,144.3847352,0.11843836,0.2013834
503,French_Polynesia,Hiva_Oa,Raiatea,0.350161375,0.076338294,0.273823081,395.935,774.71,2.165,1555.34,249.39,367.6,0.63,1546.323252,0.20175343,0.021050072
504,French_Polynesia,Hiva_Oa,Tahaa,0.158602818,0.050416792,0.108186025,381.185,730.265,2.34,1548.66,278.89,456.49,0.98,1540.196983,0.2640548,0.097558212
505,French_Polynesia,Hiva_Oa,Tahuata,0.058342831,0.058342831,5.57E-16,491.61,886.53,1.945,21.41,58.04,143.96,0.19,12.848473,0.16558904,0.057963943
506,French_Polynesia,Hiva_Oa,Ua_Huka,0.072574903,0.002516015,0.070058888,315.965,591.395,1.625,110.43,409.33,734.23,0.45,103.3389302,0.0339726,0.077466583
507,French_Polynesia,Hiva_Oa,Ua_Pou,0.024643943,0.024643943,2.23E-16,481.975,880.78,2.05,78.52,77.31,155.46,0.4,69.81711283,0.30747945,0.025766563
508,French_Polynesia,Hiva_Oa,Fatu_Hiva,0.328321969,0.083399463,0.244922506,359.21,689.49,1.875,87.69,322.84,538.04,0.05,79.46181592,0.02893151,0
509,French_Polynesia,Moorea,Nuku_Hiva,0.112408127,0.07455549,0.037852637,370.525,557.125,2.7,1417.07,71.67,279.65,2.38,1412.345011,0.03605479,0.166215133
510,French_Polynesia,Moorea,Raiatea,0.28391224,0.096658102,0.187254138,302.965,504.105,1.995,191.56,63.45,173.61,0.97,185.9335278,0.04726028,0.014118195
511,French_Polynesia,Moorea,Tahaa,0.090646129,0.040449725,0.050196404,288.215,459.66,2.17,204.14,92.95,84.72,1.32,199.0672586,0.10956165,0.132726479
512,French_Polynesia,Moorea,Tahuata,0.134401722,0.067422855,0.066978867,398.64,615.925,1.775,1430.99,127.9,397.25,0.53,1425.818749,0.01109589,0.09313221
513,French_Polynesia,Moorea,Ua_Huka,0.090787834,0.015426659,0.075361175,222.995,320.79,1.455,1465.04,223.39,193.02,0.11,1461.339206,0.12052055,0.11263485
514,French_Polynesia,Moorea,Ua_Pou,0.083307883,0.036814601,0.046493282,389.005,610.175,1.88,1387.07,108.63,385.75,0.74,1381.757389,0.1529863,0.06093483
515,French_Polynesia,Moorea,Fatu_Hiva,0.331935914,0.094774059,0.237161855,266.24,418.885,1.705,1437.92,136.9,3.17,0.39,1433.082092,0.12556164,0.038011254
516,French_Polynesia,Nuku_Hiva,Raiatea,0.334503465,0.029049113,0.305454352,338.8,643.93,3.185,1511.22,135.12,106.04,1.41,1503.275809,0.08331507,0.180333328
517,French_Polynesia,Nuku_Hiva,Tahaa,0.163427871,0.113733693,0.049694179,324.05,599.485,3.36,1502.81,164.62,194.93,1.06,1495.419539,0.14561644,0.298941612
518,French_Polynesia,Nuku_Hiva,Tahuata,0.091274847,0.004800688,0.086474159,434.475,755.75,2.965,158.41,56.23,117.6,1.85,150.9210296,0.04715068,0.259347343
519,French_Polynesia,Nuku_Hiva,Ua_Huka,0.060883367,0.060883367,4.43E-16,258.83,460.615,2.645,62.68,295.06,472.67,2.49,56.66148679,0.08446576,0.278849983
520,French_Polynesia,Nuku_Hiva,Ua_Pou,0.038995615,0.038995615,2.12E-16,424.84,750,3.07,53.06,36.96,106.1,1.64,45.42966939,0.18904109,0.227149963
521,French_Polynesia,Nuku_Hiva,Fatu_Hiva,0.316221614,0.033876584,0.28234503,302.075,558.71,2.895,240.23,208.57,276.48,1.99,233.0743725,0.08950685,0.204226387
522,French_Polynesia,Raiatea,Tahaa,0.232801861,0.146896212,0.085905649,256.49,546.465,2.655,23.17,29.5,88.89,0.35,14.8780563,0.06230137,0.118608284
523,French_Polynesia,Raiatea,Tahuata,0.369956522,0.031120598,0.338835924,366.915,702.73,2.26,1537.37,191.35,223.64,0.44,1528.979546,0.03616439,0.079014015
524,French_Polynesia,Raiatea,Ua_Huka,0.315832184,0.078091246,0.237740937,191.27,407.595,1.94,1559.77,159.94,366.63,1.08,1552.850004,0.16778083,0.098516655
525,French_Polynesia,Raiatea,Ua_Pou,0.329335282,0.058864741,0.270470541,357.28,696.98,2.365,1480.41,172.08,212.14,0.23,1471.878186,0.10572602,0.046816635
526,French_Polynesia,Raiatea,Fatu_Hiva,0.276646079,0.003920424,0.272725655,234.515,505.69,2.19,1546.45,73.45,170.44,0.58,1538.392889,0.17282192,0.023893059
527,French_Polynesia,Tahaa,Tahuata,0.195115107,0.104074015,0.091041092,352.165,658.285,2.435,1532.2,220.85,312.53,0.79,1524.363277,0.09846576,0.039594269
528,French_Polynesia,Tahaa,Ua_Huka,0.128617697,0.054860788,0.073756909,176.52,363.15,2.115,1550.04,130.44,277.74,1.43,1543.673734,0.2300822,0.020091629
529,French_Polynesia,Tahaa,Ua_Pou,0.150442688,0.074943616,0.075499072,342.53,652.535,2.54,1471.31,201.58,301.03,0.58,1463.331917,0.04342465,0.071791649
530,French_Polynesia,Tahaa,Fatu_Hiva,0.338538735,0.131608482,0.206930253,219.765,461.245,2.365,1546.6,43.95,81.55,0.93,1539.09662,0.23512329,0.094715225
531,French_Polynesia,Tahuata,Ua_Huka,0.101443405,0.052947442,0.048495963,286.945,519.415,1.72,127.7,351.29,590.27,0.64,121.2352246,0.13161644,0.01950264
